num,dataset,variable group,Variable Type (SAS),core,variable,label,whereClause,dataType,length,fractionDigits,sasFieldName,codeList,displayFormat,role,mandatory,comment,method,methodName,note,lengthAsData,lengthAsCodeList,originType,originDescription,crfPages,VARIABLE_CODELIST
6,ADPP,ADSL Subject Demographics Variables,Char,Req,AGEU,Age Units,,text,5,,AGEU,Age Units,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.AGEU,,YEARS
7,ADPP,ADSL Subject Demographics Variables,Char,Req,SEX,Sex,,text,1,,SEX,Sex,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.SEX,,M@F
8,ADPP,ADSL Subject Demographics Variables,Char,Req,RACE,Race,,text,41,,RACE,Race,,,No,,,,,FALSE,TRUE,Predecessor,ADSL.RACE,,WHITE@BLACK OR AFRICAN AMERICAN@OTHER@ASIAN
9,ADPP,ADSL Population Indicator Variables,Char,Cond,SAFFL,Safety Population Flag,,text,1,,SAFFL,No Yes Response - N/Y,,,Yes,,,,,TRUE,TRUE,Predecessor,ADSL.SAFFL,,Y@N
10,ADPP,ADSL Population Indicator Variables (Sponsor-Defined),Char,,PKFL,Pharmacokinetic Analysis Population Flag,,text,1,,PKFL,No Yes Response - N/Y,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.PKFL,,Y
11,ADPP,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDT,Date of First Exposure to Treatment,,integer,5,,TRTSDT,,YYMMDD10.,,No,,,,,TRUE,,Predecessor,ADSL.TRTSDT,,
12,ADPP,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSTM,Time of First Exposure to Treatment,,integer,5,,TRTSTM,,TIME5.,,No,,,,,TRUE,,Predecessor,ADSL.TRTSTM,,
13,ADPP,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTSDTM,Datetime of First Exposure to Treatment,,integer,10,,TRTSDTM,,E8601DT16.,,No,,,,,TRUE,,Predecessor,ADSL.TRTSDTM,,
14,ADPP,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDT,Date of Last Exposure to Treatment,,integer,5,,TRTEDT,,YYMMDD10.,,No,,,,,TRUE,,Predecessor,ADSL.TRTEDT,,
15,ADPP,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTETM,Time of Last Exposure to Treatment,,integer,5,,TRTETM,,TIME5.,,No,,,,,TRUE,,Predecessor,ADSL.TRTETM,,
16,ADPP,Treatment Timing Variables for BDS (Taken from ADSL),Num,,TRTEDTM,Datetime of Last Exposure to Treatment,,integer,10,,TRTEDTM,,E8601DT16.,,No,,,,,TRUE,,Predecessor,ADSL.TRTEDTM,,
17,ADPP,Record-Level Treatment Variables for BDS Datasets ,Char,Cond,TRTP,Planned Treatment,,text,30,,TRTP,Planned/Actual Treatment ,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01P,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@100 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
18,ADPP,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTPG1,Planned Pooled Treatment 1,,text,8,,TRTPG1,Planned/Actual Pooled Treatment,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01PG1,,Placebo@MEDI0618
19,ADPP,Record-Level Treatment Variables for BDS Datasets ,Char,,TRTA,Actual Treatment,,text,30,,TRTA,Planned/Actual Treatment ,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01A,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@80 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)
20,ADPP,Record-Level Treatment Variables for BDS Datasets (Sponsor-Defined),Char,,TRTAG1,Actual Pooled Treatment 1,,text,8,,TRTAG1,Planned/Actual Pooled Treatment,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.TRT01AG1,,Placebo@MEDI0618
27,ADPP,Record-Level Dose Variables for BDS Datasets,Num,,DOSEP,Planned Treatment Dose,,float,4,2,DOSEP,,,,No,,,,,TRUE,,Predecessor,ADSL.DOSEP,,
28,ADPP,Record-Level Dose Variables for BDS Datasets,Num,,DOSEA,Actual Treatment Dose,,float,4,2,DOSEA,,,,No,,,,,TRUE,,Predecessor,ADSL.DOSEA,,
29,ADPP,Record-Level Dose Variables for BDS Datasets,Char,,DOSEU,Treatment Dose Units,,text,2,,DOSEU,Dose Units,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.DOSEU,,
30,ADPP,Sponsor-defined variable,Num,,LNDOSE,Natural Log of Actual Treatment Dose,,float,12,10,LNDOSE,,5.2,,No,,,,,TRUE,,Predecessor,ADSL.LNDOSE,,
31,ADPP,Sponsor-defined variable,Char,,ROUTE,Route of Administration,,text,12,,ROUTE,Route of Administration,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.ROUTE,,
32,ADPP,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORT,Cohort ,,text,23,,COHORT,Cohort,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORT,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5 (INTRAVENOUS)@COHORT 6 (INTRAVENOUS)@COHORT 7 (INTRAVENOUS)@COHORT 8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)@COHORT2@COHORT3@COHORT4@COHORT5@COHORT6@COHORT7@COHORT8
33,ADPP,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG1,Pooled Cohort Group 1,,text,24,,COHORTG1,Pooled Cohort Group 1,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORTG1,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)@COHORT2@COHORT3@COHORT4@COHORT 5-8
34,ADPP,Grouping Variables for BDS (Sponsor-Defined),Char,,COHORTG2,Pooled Cohort Group 2,,text,24,,COHORTG2,Pooled Cohort Group 2,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.COHORTG2,,COHORT 1-8 (INTRAVENOUS)@COHORT 1-8
35,ADPP,Sponsor-defined variable,Char,,ADAPOSFL,ADA Positive at any Visit,,text,1,,ADAPOSFL,No Yes Response - N/Y,,,No,,,,,TRUE,TRUE,Predecessor,ADSL.ADAPOSFL,,
36,ADPP,Sponsor-defined variable,Num,,WEIGHTBL,Baseline Weight (kg),,float,4,1,WEIGHTBL,,,,No,,,,,TRUE,,Predecessor,ADSL.WEIGHTBL,,
37,ADPP,Sponsor-defined variable,Num,,LNWGHTBL,Natural Log of Baseline Weight (kg),,float,12,10,LNWGHTBL,,4.2,,No,,,,,TRUE,,Predecessor,ADSL.LNWGHTBL,,
38,ADPP,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAM,Parameter ,,text,36,,PARAM,PK Analysis Parameters,,,Yes,,Concatenation of PP.PPTEST and PP.PPSTRESU,MT.ADPP.PARAM,,TRUE,TRUE,Derived,,,
39,ADPP,Analysis Parameter Variables for BDS Datasets,Char,Req,PARAMCD,Parameter Code,,text,7,,PARAMCD,PK Parameters Code,,,Yes,,,,,TRUE,TRUE,Predecessor,PP.PPTESTCD,,
40,ADPP,Analysis Parameter Variables for BDS Datasets,Num,Cond,AVAL,Analysis Value,,float,12,10,AVAL,,8.4,,No,,,,,TRUE,,Predecessor,PP.PPSTRESN,,
41,ADPP,Sponsor-defined variable,Num,,LNAVAL,Natural Log of Analysis Value,,float,12,10,LNAVAL,,6.3,,No,,LNAVAL = ln(AVAL),MT.ADPP.LNAVAL,,TRUE,,Derived,,,
42,ADPP,Sponsor-defined variable,Num,,LNDNAVAL,Natural Log of Dose-Norm. Anal. Value,,float,12,10,LNDNAVAL,,6.3,,No,,LNDNAVAL = ln(AVAL/DOSEA),MT.ADPP.LNDNAVAL,,TRUE,,Derived,,,
43,ADPP,,,,DTYPE,Derivation Type,,text,4,,DTYPE,Derivation Type - ADPC,,,No,"Set to ""LLOQ"" if PCSTRESC=""BLQ"".",,,Assigned,,,LLOQ,,,
44,ADPP,SDTM Variable for Traceability,Num,,PPSEQ,Source Sequence Number,,integer,2,,PPSEQ,,,,No,,,,,TRUE,,Predecessor,PP.PPSEQ,,
45,ADPP,SDTM Variable for Traceability,Char,,PPSTRESC,Result or Finding in Standard Format,,text,18,,PPSTRESC,,,,No,,,,,TRUE,,Predecessor,PP.PPSTRESC,,
46,ADPP,SDTM Variable for Traceability,Char,,PPSTRESU,Standard Units,,text,9,,PPSTRESU,PK Units of Measure,,,No,,,,,TRUE,TRUE,Predecessor,PP.PPSTRESU,,
1,ADSL,ADSL Identifier Variables,Char,Req,STUDYID,Study Identifier,,text,11,,STUDYID,Study Identifier,,,Yes,,,,,TRUE,,Predecessor,DM.STUDYID,,
2,ADSL,ADSL Identifier Variables,Char,Req,USUBJID,Unique Subject Identifier,,text,18,,USUBJID,,,,Yes,,,,,TRUE,,Predecessor,DM.USUBJID,,
3,ADSL,ADSL Identifier Variables,Char,Req,SUBJID,Subject Identifier for the Study,,text,3,,SUBJID,,,,Yes,,,,,TRUE,,Predecessor,DM.SUBJID,,
4,ADSL,ADSL Identifier Variables,Char,Req,SITEID,Study Site Identifier,,text,2,,SITEID,Study Site Identifier,,,Yes,,,,,TRUE,,Predecessor,DM.SITEID,,
9,ADSL,ADSL Subject Demographics Variables,Num,Req,AGE,Age,,integer,2,,AGE,,,,Yes,,,,,TRUE,,Predecessor,DM.AGE,,
10,ADSL,ADSL Subject Demographics Variables,Char,Req,AGEU,Age Units,,text,5,,AGEU,Age Units,,,Yes,,,,,TRUE,TRUE,Predecessor,DM.AGEU,,YEARS
13,ADSL,ADSL Subject Demographics Variables,Char,Req,SEX,Sex,,text,1,,SEX,Sex,,,Yes,,,,,TRUE,TRUE,Predecessor,DM.SEX,,M@F
14,ADSL,ADSL Subject Demographics Variables,Char,Req,RACE,Race,,text,41,,RACE,Race,,,Yes,,,,,FALSE,TRUE,Predecessor,DM.RACE,,WHITE@BLACK OR AFRICAN AMERICAN@ASIAN@OTHER
18,ADSL,ADSL Population Indicator Variables,Char,Cond,SAFFL,Safety Population Flag,,text,1,,SAFFL,No Yes Response - N/Y,,,Yes,,"Set to ""Y"" if ACTARMCD ^= MISSING, ""N"" otherwise",MT.ADSL.SAFFL,,TRUE,TRUE,Derived,,,Y@N
20,ADSL,ADSL Population Indicator Variables (Sponsor-Defined),Char,,PKFL,Pharmacokinetic Analysis Population Flag,,text,1,,PKFL,No Yes Response - N/Y,,,No,,"Set to ""Y"" if ACTARMCD NOT IN (MISSING, ""Placebo""), ""N"" otherwise",MT.ADSL.PKFL,,TRUE,TRUE,Derived,,,N@Y
23,ADSL,ADSL Population Indicator Variables,Char,Cond,RANDFL,Randomized Population Flag,,text,1,,RANDFL,No Yes Response - N/Y,,,No,,"Set to ""Y"" if entry with DS.DSDECOD=""RANDOMIZED"" is available, ""N"" otherwise",MT.ADSL.RANDFL,,TRUE,TRUE,Derived,,,Y@N
26,ADSL,ADSL Treatment Variables,Char,Req,ARM,Description of Planned Arm,,text,19,,ARM,Description of Planned/Actual Arm,,,Yes,,,,,TRUE,TRUE,Predecessor,DM.ARM,,Placebo@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 80 mg MEDI0618@IV 200 mg MEDI0618@SC 100 mg MEDI0618@IV 100 mg MEDI0618
27,ADSL,ADSL Treatment Variables,Char,Perm,ACTARM,Description of Actual Arm,,text,19,,ACTARM,Description of Planned/Actual Arm,,,No,,,,,TRUE,TRUE,Predecessor,DM.ACTARM,,Placebo@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 80 mg MEDI0618@IV 200 mg MEDI0618@SC 100 mg MEDI0618@IV 100 mg MEDI0618@Not Treated
28,ADSL,ADSL Treatment Variables,Char,,ARMNRS,Reason Arm and/or Actual Arm is Null,,text,21,,ARMNRS,Reason Arm and/or Actual Arm is Null,,,No,,,,,TRUE,TRUE,Predecessor,DM.ARMNRS,,"SCREEN FAILURE@NOT ASSIGNED@BASELINE FAILURE@ASSIGNED, NOT TREATED"
29,ADSL,ADSL Treatment Variables,Char,Req,TRT01P,Planned Treatment for Period 01,,text,30,,TRT01P,Planned/Actual Treatment ,,,Yes,,"If DM.ARM eq  ""Placebo"" then TRT01P = ""Placebo""; else if find(DM.ARM, ""MEDI0618"") gt 0 then TRTP is equal to DM.ARM but with route of administration written-out and put last",MT.ADSL.TRT01P,,TRUE,TRUE,Derived,,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@80 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@100 mg MEDI0618 (intravenous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
30,ADSL,ADSL Treatment Variables,Char,Cond,TRT01A,Actual Treatment for Period 01,,text,30,,TRT01A,Planned/Actual Treatment ,,,No,,"If EX.EXTRT eq ""PLACEBO"" then TRT01A = ""Placebo"". Else if EX.EXTRT = ""MEDI0618"" then TRT01A is concatenated using EXDOSE,  EXDOSU, EXTRT and EXROUTE",MT.ADSL.TRT01A,,TRUE,TRUE,Derived,,,Placebo@0.15 mg MEDI0618 (intravenous)@0.45 mg MEDI0618 (intravenous)@1.35 mg MEDI0618 (intravenous)@4 mg MEDI0618 (intravenous)@12 mg MEDI0618 (intravenous)@40 mg MEDI0618 (intravenous)@80 mg MEDI0618 (intravenous)@200 mg MEDI0618 (intravenous)@100 mg MEDI0618 (subcutaneous)@IV 0.15 mg MEDI0618@IV 0.45 mg MEDI0618@IV 1.35 mg MEDI0618@IV 4 mg MEDI0618@IV 12 mg MEDI0618@IV 40 mg MEDI0618@IV 100 mg MEDI0618@IV 200 mg MEDI0618
46,ADSL,ADSL Treatment Timing Variables,Num,Cond,TRTSDT,Date of First Exposure to Treatment,,integer,5,,TRTSDT,,YYMMDD10.,,No,,Date part of DM.RFXSTDTC converted to numeric SAS date,MT.ADSL.TRTSDT,,TRUE,,Derived,,,
47,ADSL,ADSL Treatment Timing Variables,Num,Perm,TRTSTM,Time of First Exposure to Treatment,,integer,5,,TRTSTM,,TIME5.,,No,,Time part of DM.RFXSTDTC converted to numeric SAS time,MT.ADSL.TRTSTM,,TRUE,,Derived,,,
48,ADSL,ADSL Treatment Timing Variables,Num,Cond,TRTSDTM,Datetime of First Exposure to Treatment,,integer,10,,TRTSDTM,,E8601DT16.,,No,,DM.RFXSTDTC converted to numeric SAS datetime,MT.ADSL.TRTSDTM,,TRUE,,Derived,,,
51,ADSL,ADSL Treatment Timing Variables,Num,Cond,TRTEDT,Date of Last Exposure to Treatment,,integer,5,,TRTEDT,,YYMMDD10.,,No,,Date part of DM.RFXENDTC converted to numeric SAS date,MT.ADSL.TRTEDT,,TRUE,,Derived,,,
52,ADSL,ADSL Treatment Timing Variables,Num,Perm,TRTETM,Time of Last Exposure to Treatment,,integer,5,,TRTETM,,TIME5.,,No,,Time part of DM.RFXENDTC converted to numeric SAS time,MT.ADSL.TRTETM,,TRUE,,Derived,,,
53,ADSL,ADSL Treatment Timing Variables,Num,Cond,TRTEDTM,Datetime of Last Exposure to Treatment,,integer,10,,TRTEDTM,,E8601DT16.,,No,,DM.RFXENDTC converted to numeric SAS datetime,MT.ADSL.TRTEDTM,,TRUE,,Derived,,,
54,ADSL,ADSL Treatment Variables (Sponsor-Defined),Char,Perm,TR01PG1,Planned Pooled Treatment 1 for Period 01,,text,8,,TR01PG1,Planned/Actual Pooled Treatment,,,No,,"If TRT01P=""Placebo"" then TR01PG1 = ""Placebo"". Else if TRT01P is not missing then TR01PG1=""MEDI0618""",MT.ADSL.TR01PG1,,TRUE,TRUE,Derived,,,Placebo@MEDI0618
55,ADSL,ADSL Treatment Variables (Sponsor-Defined),Char,Perm,TR01AG1,Actual Pooled Treatment 1 for Period 01,,text,8,,TR01AG1,Planned/Actual Pooled Treatment,,,No,,"If TRT01A=""Placebo"" then TR01AG1 = ""Placebo"". Else if TRT01A is not missing then TR01AG1=""MEDI0618""",MT.ADSL.TR01AG1,,TRUE,TRUE,Derived,,,Placebo@MEDI0618
56,ADSL,ADSL Dose Variables,Num,,DOSE01P,Planned Treatment Dose for Period 01,,float,4,2,DOSE01P,,,,No,,"Dose part of TRT01P, 0 if TRT01P=""Placebo""",MT.ADSL.DOSE01P,,TRUE,,Derived,,,
57,ADSL,ADSL Dose Variables,Num,,DOSE01A,Actual Treatment Dose for Period 01,,float,4,2,DOSE01A,,,,No,,,,,TRUE,,Predecessor,EX.EXDOSE,,
58,ADSL,ADSL Dose Variables,Char,,DOSE01U,Units for Dose for Period 01,,text,2,,DOSE01U,Dose Units,,,No,,,,,TRUE,TRUE,Predecessor,EX.EXUNIT,,mg
59,ADSL,Sponsor-defined variable,Num,,LNDOSE,Natural Log of Actual Treatment Dose,,float,12,10,LNDOSE,,5.2,,No,,LNDOSE = ln(DOSEA),MT.ADSL.LNDOSE,,TRUE,,Derived,,,
60,ADSL,Sponsor-defined variable,Char,,ROUTE,Route of Administration,,text,12,,ROUTE,Route of Administration,,,No,,,,,TRUE,TRUE,Predecessor,EX.EXROUTE,,INTRAVENOUS@SUBCUTANEOUS
102,ADSL,ADSL Subject-Level Trial Experience Variables,Char,Perm,EOTSTT,End of Treatment Status,,text,12,,EOTSTT,End of Treatment Status,,,No,,"If DM.ACTARM ^=MISSING and EC.ECADJ=MISSING then EOTSTT = ""COMPLETED""; else if DM.ACTARM ^= MISSING and EC.ECADJ ^= MISSING then EOTSTT = ""DISCONTINUED""; else if ACTARM=MISSING then EOTSTT = ""NOT TREATED""",MT.ADSL.EOTSTT,,FALSE,TRUE,Derived,,,COMPLETED@NOT TREATED
62,ADSL,ADSL Subject-Level Trial Experience Variables,Char,Perm,EOSSTT,End of Study Status,,text,12,,EOSSTT,End of Study Status,,,No,,"Set to ""COMPLETED"" if entry with DS.DSCAT=""DISPOSITION EVENT"" and DS.DSDECOD=""COMPLETED"" exists, ""DISCONTINUED"" otherwise",MT.ADSL.EOSSTT,,TRUE,TRUE,Derived,,,COMPLETED@DISCONTINUED
100,ADSL,ADSL Subject-Level Trial Experience Variables,Char,Perm,DCSREAS,Reason for Discontinuation from Study,,text,38,,DCSREAS,Reason for Discontinuation from Study,,,No,,"If DM.ARMNRES=""NOT ASSIGNED"" then DCSREAS = DM.ARMNDESC. Else if DM.ARMNRES ^= MISSING then DCSREAS = DM.ARMNRS. Else if DS.DSCAT=""DISPOSITION EVENT"" and DS.DSDECOD ^= ""COMPLETED"" then DCSREAS = DS.DSDECOD.",MT.ADSL.DCSREAS,,TRUE,TRUE,Derived,,,"SCREEN FAILURE@COHORT COMPLETED@FAILURE TO MEET RANDOMIZATION CRITERIA@WITHDRAWAL BY SUBJECT@BASELINE FAILURE@SUBJECT WAS NOT NEEDED DESPITE ELIGIBILITY@ADVERSE EVENT@EXCL. CRIT. 21 MET: ALT > ULN@EXCL. CRIT. 23 MET: ECG QRS <115MSEC W@EXCL. CRIT. 22 MET: HR > 85 BPM@EXCL. CRIT. 15 AND 21 MET: GFR < 90ML/@EXCL. CRIT. 22 MET: HR > 85 BPM EXCL.@EXCL. CRIT. 23 MET: QRS <115MSEC WITH@EXCL. CRIT. 22 MET: SYSTOLIC BLOOD PRE@EXCL. CRIT. 15, 21 MET: GFR < 90ML/MIN@EXCL. CRIT. 18 MET: POSITIVE DRUG TEST@INCL. CRIT. 7 NOT MET, EXCL.CRIT 23 ME@EXCL CRIT. 23 MET: PQ > 200 MSEC@INCL. CRIT. 6 NOT MET: CK > 2,5 X ULN@EXCL. CRIT. 15; 21 MET: GFR < 90ML/MIN@INCL. CRIT. 6 NOT MET: ABNORMAL LAB VA@EXCL. CRIT. 23 MET: QRS > 120MSEC.@EXCL. CRIT. 22 MET: HR > 85BPM@EXCL. CRIT. 23 MET: PR > 200MSEC.@EXCL. CRIT. 22 MET: SYS. BP > 140MMHG@VEGETARISCH@BASELINE FAILURE , EXCLUSION 23 (PQ>20@EXCL. CRIT. 13 MET: BURN OUT IN MED. H@EXCL. CRIT .15; 21 MET: ALT > 1XULN, G@EXCL. CRIT. 20 MET: ABNORMAL LAB VALUE@INCL. CRIT. 6 & 8 NOT MET: STY RIGHT E@EXCL. CRIT. 23 MET: ABNORMAL ECG@EXCL. CRIT .15; 21 MET: GFR < 90ML/MIN@EXCL CRIT.23 MET : PR > 200MSEC@INCL CRIT.6 NOT MET: NEUROPHILES TOO L@EXCL. CRIT. 13 MET: HISTORY OF ADHD@EXCL CRIT 21 MET: AST/ALT ELEVATED, AN@EXCL. CRIT. 13 MET: DEORESSION IN MED.@INCL CRIT, 6 NOT MET: CK >2,5XULN  EXC@BASELINE FAILURE ON DAY -1. INCLUSION@INCL. CRIT. 6 NOT MET: CK > 2,5XULN@EXCL. CRIT. 23 MET: QRS > 115MSEC@EXCL. CRIT 21 MET: ALT > ULN@EXCL.CRIT 19 MET: USAGE OF MEDICATION@EXCL. CRIT. 13 MET: CURRENT PSYCHIATRI@INCL. CRIT. 6 NOT MET: TOTAL BILIRUBIN@INCL. CRIT. 4 NOT MET: NO EFFECTIVE CO@INCL. CRIT. 6 NOT MET: CK  2,5 ELEVATE@INCL. CRIT. 7 NOT MET: IRREGULAR R/S T@INCL. CRIT. 5 NOT MET: BMI > 30 KG/M2@INCL. CRIT. 7 NOT MET; EXCL. CRIT. 24@EXCL. CRIT. 22 MET: HEART RATE > 85 BP@EXCL. CRIT. 3 MET, EXCL. CRIT. 6 MET@EXCL. CRIT. 15 MET: RECENT TUBERCULOSI@SUBJECT WAS NOT NEEDED DESPITE ELIGIBI@INCLUSION 06 NOT MET (TOTAL BILIRUBIN@EXCL. CRIT. 22 MET: HEART RATE< 50 BPM@EXCL CRIT. 8 MET: POOR VENOUS ACCESS E@INCL. CRIT. 7 NOT MET AND EXCL. CRIT.@EXCL. CRIT .15; 20 MET: GFR < 90ML/MIN@EXCL. CRIT. 22; 20 MET: TACHYCARDIA@EXCL. CRIT. 13 MET: HISTORY OF PSYCHIA@INCL. CRIT. 7 NOT MET: PR > 200 MSEC@INCL. CRIT. 7 NOT MET: QRS > 115MSEC@INCL. CRIT. 6 NOT MET: SIGNS OF INFECT@INCL. CRIT. 5 NOT MET: BMI > 30,0@EXCL. CRIT. 18 MET: POSITIVE TEST FOR@EXCL. CRIT. 18 MET: CANNABINOIDS POSIT@EXCL. CRIT. 21 MET: ALT, AST > ULN@EXCL. CRIT. 18 MET: OPIOIDS POSITIVE@EXCL. CRIT. 23 MET: PR > 200 MSEC@INCL. CRIT. 7 NOT MET AND EXCL CRIT. 2@EXCL. CRIT. 18 MET: POSITIVE DRUG SCRE@INCL. CRIT. 5 NOT MET: BMI >30,0@EXCL. CRIT. 22 MET: BP > 140/90MMHG@EXCL. CRIT. 20 MET: UNCONTROLLED SKIN@WITHDRAWAL OF CONSENT: SUBJECT DID NOT@EXCL. CRIT. 20; 21 MET: CK > 2,5XULN;@INCL. CRIT. 2 AND 6 NOT MET: NOT HEALT@EXCL. CRIT. 22 MET: PULS < 50 BPM@KANN ERST AM 04.09. STARTEN --> LABOR-@INCL. CRIT. 5 NOT MET: BMI > 30KG/M2@EXCL. CRIT. 24 MET: PR > 200MSEC@EXCL. CRIT. 24 MET: QRS > 115MSEC@INCL. CRIT. 9 NOT MET: SUBJECT INCOMPL@INCL. CRIT. 3 NOT MET: FSH < 40MIU/ML@EXCL. CRIT. 13 MET: DEPRESSION, CURREN@EXCL. CRIT. 22 MET: ALT AND AST > ULN@WILL BE OUT OF SCREENING WINDOW@INCL. CRIT. 7 NOT MET: ECG WITH ABNORM@EXCL. CRIT. 15; 22 MET: GFR < 90ML/MIN@EXCL. CRIT. 19 MET: SUBJECT USE NON-PR@DISCONTINUATION BY SUBJECT DUE TO PRIV@INCL. CRIT. 7 NOT MET:  ABNORMAL ECG@EXCL. CRIT. 22 MET: ALT, ALT > ULN@EXCL. CRIT. 23 MET: HR > 85BPM@EXCL. CRIT. 23 MET: SYS. BP > 140MMHG,@EXCL. CRIT. 22 MET: ALT > ULN@EXCL. CRIT. 20 MET: COVID-19 VACCINATI@EXCL. CRIT. 23 MET: PULSE > 85 BPM@EXCL. CRIT. 15 AND 22 MET: GFR < 90 ML@EXCL. CRIT. 22 MET: ALT > 1X THE UPPER@EXCL. CRIT. 24 MET: PR > 200 MSEC@EXCL. CRIT. 18 MET: ALCOHOL BREATH TES"
113,ADSL,ADSL Subject-Level Trial Experience Variables,Num,Cond,RANDDT,Date of Randomization,,integer,5,,RANDDT,,YYMMDD10.,,No,,"DS.DSSTDTC where DS.DSDECOD=""RANDOMIZED"" converted to numeric SAS date",MT.ADSL.RANDDT,,TRUE,,Derived,,,
132,ADSL,ADSL Grouping Variables (Sponsor-Defined),Char,,COHORT,Cohort ,,text,23,,COHORT,Cohort,,,No,,,,,TRUE,TRUE,Predecessor,DM.COHORT,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5 (INTRAVENOUS)@COHORT 6 (INTRAVENOUS)@COHORT 7 (INTRAVENOUS)@COHORT 8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
133,ADSL,ADSL Grouping Variables (Sponsor-Defined),Char,,COHORTG1,Pooled Cohort Group 1,,text,24,,COHORTG1,Pooled Cohort Group 1,,,No,,"If DM.COHORT IN (""COHORT 1  (INTRAVENOUS)"" ""COHORT 2  (INTRAVENOUS)"" ""COHORT 3  (INTRAVENOUS)"" ""COHORT 4  (INTRAVENOUS)"" ""COHORT 9 (SUBCUTANEOUS)"") then COHORTG1=COHORT. Else if COHORT ^= MISSING then COHORTG1=""COHORT 5-8 (INTRAVENOUS)""",MT.ADSL.COHORTG1,,TRUE,TRUE,Derived,,,COHORT 1 (INTRAVENOUS)@COHORT 2 (INTRAVENOUS)@COHORT 3 (INTRAVENOUS)@COHORT 4 (INTRAVENOUS)@COHORT 5-8 (INTRAVENOUS)@COHORT 9 (SUBCUTANEOUS)
